逻辑号	车厢号	故障类型	故障代码	故障等级	故障名称	故障报告	V>0	V=0	故障已读后发送位
1543	6	转向架	1712	0	轴1不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5944
1544	6	转向架	1722	0	轴2不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5945
1545	6	转向架	1732	0	轴3不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5946
1546	6	转向架	1742	0	轴4不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5947
1547	7	转向架	1712	0	轴1不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5948
1548	7	转向架	1722	0	轴2不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5949
1549	7	转向架	1732	0	轴3不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5950
1550	7	转向架	1742	0	轴4不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5951
1551	8	转向架	1712	0	轴1不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5952
1552	8	转向架	1722	0	轴2不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5953
1553	8	转向架	1732	0	轴3不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5954
1554	8	转向架	1742	0	轴4不旋转	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	通过施加紧急制动停车	-采取措施保证人员安全\n-下令关闭相邻轨道\n-由乘务员在走行速度下检查所有轮对（1-4）旋转情况\n如果所有轮对正常旋转：\n-忽略诊断信息\n如果至少一个轮对无法旋转：\n-通知控制中心\n-请求救援牵引\n	5955
1555	1	WSP	1736	0	至少一个WSP速度传感器信号故障	#NAME?	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	#NAME?	5956
1556	2	DNRA	17c6	0	至少一个速度传感器DNRA信号故障	-Vmax=200km/h. \n-通知控制中心\n	-Vmax=200km/h. \n-通知控制中心\n	-Vmax=200km/h. \n-通知控制中心\n	5957
1557	1	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5958
1558	2	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5959
1559	3	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5960
1560	4	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5961
1561	5	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5962
1562	6	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5963
1563	7	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5964
1564	8	制动	1775	0	摩擦制动未缓解	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	如果产生干扰：\n并且不在所有车上都产生干扰：\n通过常用制动停车\n通知控制中心\n如果所有车辆都产生干扰：\n通过常用制动在适当的位置停车\n通知控制中心\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	将制动手柄置在“F”（释放）位置，持续30秒\n将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n通知列车乘务员并下令其执行以下操作：\n关闭制动控制面板上摩擦制动FB\n在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n如果制动系统故障应考虑的措施	5965
1565	4	转向架	173D	0	转向架1横向加速度>报警门限<G06/1>	通知控制中心\n启动措施保证人员安全\n如必要，下令相邻轨道退出服务\n目测两个转向架\n如果确定发生损坏：\n根据结果采取措施\n如果确定没有发生损坏：\n通过将制动手柄放至“OC”位，忽略最大常用制动的施加\n以Vmax=215km/h一直到达目的站\n	#NAME?	通知控制中心\n启动措施保证人员安全\n如必要，下令相邻轨道退出服务\n目测两个转向架\n如果确定发生损坏：\n根据结果采取措施\n如果确定没有发生损坏：\n通过将制动手柄放至“OC”位，忽略最大常用制动的施加\n以Vmax=215km/h一直到达目的站\n	5966
1566	4	转向架	68C4	0	至少一个对轮轴承测量温度故障	至少一个轮轮对轴承的温度检测器有故障。\nVmax值限于220km/h。\n在强制制动后，在5分钟之内减速至220km/h。	-通知控制中心。\n-以Vmax=220km/h行驶至目的地。\n如果已启动强制制动：\n-在V<220km/h时使用注入脉冲取消强制制动。\n注意：\n如果又超过V=220km/h值，需要再次启动强制制动。	至少一个轮轮对轴承的温度检测器有故障。\nVmax值限于220km/h。\n在强制制动后，在5分钟之内减速至220km/h。	5967
1567	3	转向架	1734	0	转向架1的速度信号<G06/1>超限	以Vmax=215km/h一直到达目的站\n通知控制中心	以Vmax=215km/h一直到达目的站\n通知控制中心	以Vmax=215km/h一直到达目的站\n通知控制中心	5968
1568	1	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5969
1569	2	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5970
1570	3	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5971
1571	4	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5972
1572	5	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5973
1573	6	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5974
1574	7	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5975
1575	8	火警	1214	0	盥洗室火警	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	"-通知列车员并采取以下措施：\n检查车辆上着火和烟雾情况。\n-等待列车员的确认。\n如果着火：\n-通知控制中心\n-如果必要，行驶至紧急停靠站。\n-通知列车员并疏散列车。\n-保护列车安全。\如果未着火：\n通知列车员采取如下措施：\n-使用电器柜SG控制面板上的49-S11“FAS线路确认”发发光按钮，复位火警报警器。\n如果警报持续：\n-把电器柜SG控制面板上的故障开关49-S13""中央火警系统""调整至“关”位置；\n-密切注意车辆上着火和烟雾情况。"	5976
