1200	9400	2011	CCU has started up 	7	2	Computer Communication	<Detected fault>¡áIndication only that the CCU has started up¡á¡á¡á<Consequences>¡áIndication only.	<Causes>¡áIndication only that the CCU has started up¡á¡á¡á<Check/inspect>¡áIndication only
1304	7022	2011	Wheel diameter axle 3 calibrated > 850mm	5	1	Brake/Air	<Detected fault>¡áThe wheel diameter for axle 3 is out of range (> 850mm)¡á¡á¡á<Consequences>¡áThe axle will not be included in the speed calculation.	<Causes>¡á1. The wheel diameter for the reference axle is wrong.¡á2. The rotation value is wrong from the EBCU.¡á¡á¡á<Check/inspect>¡á1. Check the the set reference axle diameter on the HMI. ¡á2. See EBCU maintenance documentation for more information.
1305	7023	2015	Wheel diameter axle 4 calibrated > 850mm	5	1	Brake/Air	<Detected fault>¡áThe wheel diameter for axle 4 is out of range (> 850mm)¡á¡á¡á<Consequences>¡áThe axle will not be included in the speed calculation.	<Causes>¡á1. The wheel diameter for the reference axle is wrong.¡á2. The rotation value is wrong from the EBCU.¡á¡á¡á<Check/inspect>¡á1. Check the the set reference axle diameter on the HMI. ¡á2. See EBCU maintenance documentation for more information.
1306	7024	2011	Wheel diameter axle 1 calibrated < 760mm	5	1	Brake/Air	<Detected fault>¡áThe wheel diameter for axle 1 is out of range (<760mm)¡á¡á¡á<Consequences>¡áThe axle will not be included in the speed calculation.	<Causes>¡á1. The wheel is too worn.¡á¡á2. The wheel diameter for the reference axle is wrong.¡á3. The rotation value is wrong from the EBCU.¡á¡á¡á<Check/inspect>¡á1. Check the wheels.¡á2. Check the the set reference axle diameter on the HMI. ¡á3. See EBCU maintenance documentation for more information.
1307	7025	2015	Wheel diameter axle 2 calibrated < 760mm	5	1	Brake/Air	<Detected fault>¡áThe wheel diameter for axle 2 is out of range (<760mm)¡á¡á¡á<Consequences>¡áThe axle will not be included in the speed calculation.	<Causes>¡á1. The wheel is too worn.¡á2. The wheel diameter for the reference axle is wrong.¡á3. The rotation value is wrong from the EBCU.¡á¡á¡á<Check/inspect>¡á1. Check the wheels.¡á2. Check the the set reference axle diameter on the HMI. ¡á3. See EBCU maintenance documentation for more information.
1308	7026	2011	Wheel diameter axle 3 calibrated < 760mm	5	1	Brake/Air	<Detected fault>¡áThe wheel diameter for axle 3 is out of range (<760mm)¡á¡á¡á<Consequences>¡áThe axle will not be included in the speed calculation.	<Causes>¡á1. The wheel is too worn.¡á2. The wheel diameter for the reference axle is wrong.¡á3. The rotation value is wrong from the EBCU.¡á¡á¡á<Check/inspect>¡á1. Check the wheels.¡á2. Check the the set reference axle diameter on the HMI. ¡á3. See EBCU maintenance documentation for more information.
1309	7027	2015	Wheel diameter axle 4 calibrated < 760mm	5	1	Brake/Air	<Detected fault>¡áThe wheel diameter for axle 4 is out of range (<760mm)¡á¡á¡á<Consequences>¡áThe axle will not be included in the speed calculation.	<Causes>¡á1. The wheel is too worn.¡á2. The wheel diameter for the reference axle is wrong.¡á3. The rotation value is wrong from the EBCU.¡á¡á¡á<Check/inspect>¡á1. Check the wheels.¡á2. Check the the set reference axle diameter on the HMI. ¡á3. See EBCU maintenance documentation for more information.
1310	7028	2011	Air Pressure sensor is faulty	5	1	Brake/Air	<Detected fault>¡áThe value for the pressure sensor is out of range.¡á¡á¡á<Consequences>¡áN/A	<Causes>¡á1. The pressure sensor is faulty¡á2. The cabling between the pressure sensor and MIO-DX is faulty¡á3. MVB communication is faulty¡á¡á¡á<Check/inspect>¡á1. Check pressure sensor¡á2. Check cabling between pressure sensor and MIO-DX¡á3. Check MVB cabling
1311	7029	2015	Both Pressure sensors are faulty.	4	2	Brake/Air	<Detected fault>¡áThe value for both pressure sensors in Tc1 and Tc2 are out of range.¡á¡á¡á<Consequences>¡áTrain cannot run.	<Causes>¡á1. The pressure sensors are faulty¡á2. The cabling between the pressure sensors and MIO-DX is faulty¡á3. MVB communication is faulty¡á¡á¡á<Check/inspect>¡á1. Check pressure sensors¡á2. Check cabling between pressure sensors and MIO-DX¡á3. Check MVB cabling
1312	7030	2011	Difference between Air pressure sensors	4	2	Brake/Air	<Detected fault>¡áThe pressure differs between the pressure sensor in Tc1 and Tc2.¡á¡á¡á<Consequences>¡áN/A	<Causes>¡áThe pressure differs more than 2 bar between the pressure sensor in Tc1 and Tc2.¡á¡á¡á<Check/Inspect>¡á1. Check the pressure sensors in Tc1 and Tc2.
1313	7031	2015	High MR Pressure	4	2	Brake/Air	<Detected fault>¡áThe MR pressure is over 10.1 bar.¡á¡á¡á<Consequences>¡áN/A	<Causes>¡áThe pressure is too high.¡á¡á¡á<Check/inspect>¡á1. Check the pressure sensor and the conneciton to TCMS. 
1314	7032	2011	Air Compressor does not start on order.	5	1	Brake/Air	<Detected fault>¡áThe main compressor has not started within 10 seconds of the compressor start order.¡á¡á¡á<Consequences>¡áThe main compressor is not running.	<Causes>¡á1. The compressor is faulty.¡á2. The compressor start order is not received by the compressor.¡á3. The feedback signal is not received by MIO-DX.¡á4. The MVB communication is faulty.¡á¡á¡á<Check/Inspect>¡á1. Check the compressor¡á2. Check the cabling between MIO-DX and compressor.¡á3. Check the cabling between the compressor and the MIO-DX.¡á4. Check the MVB cabling.
1315	7033	2015	Cannot reach 9 bar after 15 minutes comp running	5	1	Brake/Air	<Detected fault>¡áThe compressor has run for 15 minutes without the pressure reaching 9 bar.¡á¡á¡á<Consequences>¡áPneumatic brakes may not work.	<Causes>¡á1. There is a possible major leak in the air pressure system.¡á2. Pressure sensor is faulty.¡á3. Cable from pressure sensor faulty.¡á4. MVB communication not working.¡á¡á¡á<Check/Inspect>¡á1. Check compressor and piping for leakage.¡á2. Check if pressure sensor is faulty.¡á3. Check cabling between pressure sensor and MIO-DX unit.¡á4. Check MVB cabling.
1316	7034	2011	Compressor does not stop on order	4	2	Brake/Air	<Detected fault>¡áThe compressor has not stopped within 10 seconds of the compressor start order going low.¡á¡á¡á<Consequences>¡áThe compressor is not stopping.	<Causes>¡á1. The compressor is faulty.¡á2. The compressor start order is not received by the compressor.¡á3. The feedback signal is not received by MIO-DX.¡á4. The MVB communication is faulty.¡á¡á¡á<Check/Inspect>¡á1. Check the compressor¡á2. Check the cabling between MIO-DX and compressor.¡á3. Check the cabling between the compressor and the MIO-DX.¡á4. Check the MVB cabling.
1317	7035	2015	Secondary compressor does not start on order	4	2	Brake/Air	<Detected fault>¡áThe secondary compressor has not started within 10 seconds of the compressor start order.¡á¡á¡á<Consequences>¡áThe secondary compressor is not running.	<Causes>¡á1. The compressor is faulty.¡á2. The compressor start order is not received by the compressor.¡á3. The feedback signal is not received by MIO-DX.¡á4. The MVB communication is faulty.¡á¡á¡á<Check/Inspect>¡á1. Check the compressor¡á2. Check the cabling between MIO-DX and compressor.¡á3. Check the cabling between the compressor and the MIO-DX.¡á4. Check the MVB cabling.
1318	7036	2011	Compressor power breaker has tripped	4	2	Brake/Air	<Detected fault>¡áThe compressor power braker (STCB) has tripped.¡á¡á¡á<Consequences>¡áCompressor is not running.	<Causes>¡á1. The compressor power breaker (STCB) is open¡á2. Cable from power braker is faulty.¡á3. MVB communication not working.¡á¡á¡á<Check/Inspect>¡á1. Check compressor and piping for leakage.¡á2. Check cabling between pressure sensor and MIO-DX unit.¡á3. Check MVB cabling.
1319	7037	2015	Major leak in air supply system	5	1	Brake/Air	<Detected fault>¡áThe compressor has been running for 25 minutes without pressure rising to 9 bar.¡á¡á¡á<Consequences>¡áPneumatic brakes may not work as expected.	<Causes>¡á1. There is a possible major leak in the air pressure system.¡á2. Pressure sensor is faulty.¡á3. Cable from pressure sensor faulty.¡á4. MVB communication not working.¡á¡á¡á<Check/Inspect>¡á1. Check compressor and piping for leakage.¡á2. Check if pressure sensor is faulty.¡á3. Check cabling between pressure sensor and MIO-DX unit.¡á4. Check MVB cabling.
1320	7038	2011	Compressor filling test activated	7	2	Brake/Air	<Detected fault>¡áThe compressor filling test was activated from the HMI.¡á¡á¡á<Consequences>¡áIndication only.	<Causes>¡á¡á¡á<Check/inspect>
1321	7039	2015	Compressor filling test deactivated	7	2	Brake/Air	<Detected fault>¡áThe compressor filling test was finished or stopped from the HMI.¡á¡á¡á<Consequences>¡ándication only	<Causes>¡á¡á¡á<Check/inspect>
1322	7040	2011	Compressor leakage test activated	7	2	Brake/Air	<Detected fault>¡áThe compressor leakage test was activated from the HMI.¡á¡á¡á<Consequences>¡áIndication only.	<Causes>¡á¡á¡á<Check/inspect>
1323	7041	2015	Compressor leakage test deactivated	7	2	Brake/Air	<Detected fault>¡áThe compressor leakage test finished or was stopped from the HMI.¡á¡á¡á<Consequences>¡áIndication only.	<Causes>¡á¡á¡á<Check/inspect>
	
